codigo,Ciudad
17050,Aranzazu
17088,Belalcazar
17174,Chinchina
17272,Filadelfia
17380,La Dorada
17388,La Merced
17433,Manzanares
17442,Marmato
17444,Marquetalia
17446,Marulanda
17486,Neira
17495,Norcasia
17513,Pacora
17524,Palestina
17541,Pensilvania
17614,Riosucio
17616,Risaralda
17653,Salamina
17662,Samana
17665,San Jose
17777,Supia
17867,Victoria
17873,Villamaria
17877,Viterbo
18001,Florencia
18029,Albania
18094,Belen De Los Andaquies
18150,Cartagena Del Chaira
18205,Curillo
18247,El Doncello
18256,El Paujil
18410,La Montañita
18460,Milan
18479,Morelia
18592,Puerto Rico
18610,San Jose Del Fragua
18753,San Vicente Del Caguan
18756,Solano
18785,Solita
18860,Valparaiso
19001,Popayan
19022,Almaguer
19050,Argelia
19075,Balboa
19100,Bolivar
19110,Buenos Aires
19130,Cajibio
19137,Caldono
19142,Caloto
19212,Corinto
19256,El Tambo
19290,Florencia
19300,Guachene
19318,Guapi
19355,Inza
19364,Jambalo
19392,La Sierra
19397,La Vega
19418,Lopez
19450,Mercaderes
19455,Miranda
19473,Morales
19513,Padilla
19517,Paez
19532,Patia
19533,Piamonte
19548,Piendamo
19573,Puerto Tejada
19585,Purace
19622,Rosas
19693,San Sebastian
19698,Santander De Quilichao
19701,Santa Rosa
19743,Silvia
19760,Sotara
19780,Suarez
19785,Sucre
19807,Timbio
19809,Timbiqui
19821,Toribio
19824,Totoro
19845,Villa Rica
20001,Valledupar
20011,Aguachica
20013,Agustin Codazzi
20032,Astrea
20045,Becerril
20060,Bosconia
20175,Chimichagua
20178,Chiriguana
20228,Curumani
20238,El Copey
20250,El Paso
20295,Gamarra
20310,Gonzalez
20383,La Gloria
20400,La Jagua De Ibirico
20443,Manaure
20517,Pailitas
20550,Pelaya
20570,Pueblo Bello
20614,Rio De Oro
20621,La Paz
20710,San Alberto
20750,San Diego
20770,San Martin
20787,Tamalameque
23001,Monteria
23068,Ayapel
23079,Buenavista
23090,Canalete
23162,Cerete
23168,Chima
23182,Chinu
23189,Cienaga De Oro
23300,Cotorra
23350,La Apartada
23417,Lorica
23419,Los Cordobas
23464,Momil
23466,Montelibano
23500,Moñitos
23555,Planeta Rica
23570,Pueblo Nuevo
23574,Puerto Escondido
23580,Puerto Libertador
23586,Purisima
23660,Sahagun
23670,San Andres Sotavento
23672,San Antero
23675,San Bernardo Del Viento
23678,San Carlos
23686,San Pelayo
23807,Tierralta
23855,Valencia
25001,Agua De Dios
25019,Alban
25035,Anapoima
25040,Anolaima
25053,Arbelaez
25086,Beltran
25095,Bituima
25099,Bojaca
25120,Cabrera
25123,Cachipay
25126,Cajica
25148,Caparrapi
25151,Caqueza
25154,Carmen De Carupa
25168,Chaguani
25175,Chia
25178,Chipaque
25181,Choachi
25183,Choconta
25200,Cogua
25214,Cota
25224,Cucunuba
25245,El Colegio
25258,El Peñon
25260,El Rosal
25269,Facatativa
25279,Fomeque
25281,Fosca
25286,Funza
25288,Fuquene
25290,Fusagasuga
25293,Gachala
25295,Gachancipa
25297,Gacheta
25299,Gama
25307,Girardot
25312,Granada
25317,Guacheta
25320,Guaduas
25322,Guasca
25324,Guataqui
25326,Guatavita
25328,Guayabal De Siquima
25335,Guayabetal
25339,Gutierrez
25368,Jerusalen
25372,Junin
25377,La Calera
25386,La Mesa
25394,La Palma
25398,La Peña
25402,La Vega
25407,Lenguazaque
25426,Macheta
25430,Madrid
25436,Manta
25438,Medina
25473,Mosquera
25483,Nariño
25486,Nemocon
25488,Nilo
25489,Nimaima
25491,Nocaima
25506,Venecia
25513,Pacho
25518,Paime
25524,Pandi
25530,Paratebueno
25535,Pasca
25572,Puerto Salgar
25580,Puli
25592,Quebradanegra
25594,Quetame
25596,Quipile
25599,Apulo
25612,Ricaurte
25645,San Antonio Del Tequendama
25649,San Bernardo
25653,San Cayetano
25658,San Francisco
25662,San Juan De Rio Seco
25718,Sasaima
25736,Sesquile
25740,Sibate
25743,Silvania
25745,Simijaca
25754,Soacha
25758,Sopo
25769,Subachoque
25772,Suesca
25777,Supata
25779,Susa
25781,Sutatausa
25785,Tabio
25793,Tausa
25797,Tena
25799,Tenjo
25805,Tibacuy
25807,Tibirita
25815,Tocaima
25817,Tocancipa
25823,Topaipi
25839,Ubala
25841,Ubaque
25843,Villa De San Diego De Ubate
25845,Une
25851,Utica
25862,Vergara
25867,Viani
25871,Villagomez
25873,Villapinzon
25875,Villeta
25878,Viota
25885,Yacopi
25898,Zipacon
25899,Zipaquira
27001,Quibdo
27006,Acandi
27025,Alto Baudo
27050,Atrato
27073,Bagado
27075,Bahia Solano
27077,Bajo Baudo
27086,Belen De Bajira
27099,Bojaya
27135,El Canton Del San Pablo
27150,Carmen Del Darien
27160,Certegui
27205,Condoto
27245,El Carmen De Atrato
27250,El Litoral Del San Juan
27361,Istmina
27372,Jurado
27413,Lloro
27425,Medio Atrato
27430,Medio Baudo
27450,Medio San Juan
27491,Novita
27495,Nuqui
27580,Rio Iro
27600,Rio Quito
27615,Riosucio
27660,San Jose Del Palmar
27745,Sipi
27787,Tado
27800,Unguia
27810,Union Panamericana
41001,Neiva
41006,Acevedo
41013,Agrado
41016,Aipe
41020,Algeciras
41026,Altamira
41078,Baraya
41132,Campoalegre
41206,Colombia
41244,Elias
41298,Garzon
41306,Gigante
41319,Guadalupe
41349,Hobo
41357,Iquira
41359,Isnos
41378,La Argentina
41396,La Plata
41483,Nataga
41503,Oporapa
41518,Paicol
41524,Palermo
41530,Palestina
41548,Pital
41551,Pitalito
41615,Rivera
41660,Saladoblanco
41668,San Agustin
41676,Santa Maria
41770,Suaza
41791,Tarqui
41797,Tesalia
41799,Tello
41801,Teruel
41807,Timana
41872,Villavieja
41885,Yaguara
44001,Riohacha
44035,Albania
44078,Barrancas
44090,Dibulla
44098,Distraccion
44110,El Molino
44279,Fonseca
44378,Hatonuevo
44420,La Jagua Del Pilar
44430,Maicao
44560,Manaure
44650,San Juan Del Cesar
44847,Uribia
44855,Urumita
44874,Villanueva
47001,Santa Marta
47030,Algarrobo
47053,Aracataca
47058,Ariguani
47161,Cerro San Antonio
47170,Chibolo
47189,Cienaga
47205,Concordia
47245,El Banco
47258,El Piñon
47268,El Reten
47288,Fundacion
47318,Guamal
47460,Nueva Granada
47541,Pedraza
47545,Pijiño Del Carmen
47551,Pivijay
47555,Plato
47570,Puebloviejo
47605,Remolino
47660,Sabanas De San Angel
47675,Salamina
47692,San Sebastian De Buenavista
47703,San Zenon
47707,Santa Ana
47720,Santa Barbara De Pinto
47745,Sitionuevo
47798,Tenerife
47960,Zapayan
47980,Zona Bananera
50001,Villavicencio
50006,Acacias
50110,Barranca De Upia
50124,Cabuyaro
50150,Castilla La Nueva
50223,Cubarral
50226,Cumaral
50245,El Calvario
50251,El Castillo
50270,El Dorado
50287,Fuente De Oro
50313,Granada
50318,Guamal
50325,Mapiripan
50330,Mesetas
50350,La Macarena
50370,Uribe
50400,Lejanias
50450,Puerto Concordia
50568,Puerto Gaitan
50573,Puerto Lopez
50577,Puerto Lleras
50590,Puerto Rico
50606,Restrepo
50680,San Carlos De Guaroa
50683,San Juan De Arama
50686,San Juanito
50689,San Martin
50711,Vistahermosa
52001,Pasto
52019,Alban
52022,Aldana
52036,Ancuya
52051,Arboleda
52079,Barbacoas
52083,Belen
52110,Buesaco
52203,Colon
52207,Consaca
52210,Contadero
52215,Cordoba
52224,Cuaspud
52227,Cumbal
52233,Cumbitara
52240,Chachagüi
52250,El Charco
52254,El Peñol
52256,El Rosario
52258,El Tablon De Gomez
52260,El Tambo
52287,Funes
52317,Guachucal
52320,Guaitarilla
52323,Gualmatan
52352,Iles
52354,Imues
52356,Ipiales
52378,La Cruz
52381,La Florida
52385,La Llanada
52390,La Tola
52399,La Union
52405,Leiva
52411,Linares
52418,Los Andes
52427,Magüi
52435,Mallama
52473,Mosquera
52480,Nariño
52490,Olaya Herrera
52506,Ospina
52520,Francisco Pizarro
52540,Policarpa
52560,Potosi
52565,Providencia
52573,Puerres
52585,Pupiales
52612,Ricaurte
52621,Roberto Payan
52678,Samaniego
52683,Sandona
52685,San Bernardo
52687,San Lorenzo
52693,San Pablo
52694,San Pedro De Cartago
52696,Santa Barbara
52699,Santacruz
52720,Sapuyes
52786,Taminango
52788,Tangua
52835,San Andres De Tumaco
52838,Tuquerres
52885,Yacuanquer
54001,Cucuta
54003,Abrego
54051,Arboledas
54099,Bochalema
54109,Bucarasica
54125,Cacota
54128,Cachira
54172,Chinacota
54174,Chitaga
54206,Convencion
54223,Cucutilla
54239,Durania
54245,El Carmen
54250,El Tarra
54261,El Zulia
54313,Gramalote
54344,Hacari
54347,Herran
54377,Labateca
54385,La Esperanza
54398,La Playa
54405,Los Patios
54418,Lourdes
54480,Mutiscua
54498,Ocaña
54518,Pamplona
54520,Pamplonita
54553,Puerto Santander
54599,Ragonvalia
54660,Salazar
54670,San Calixto
54673,San Cayetano
54680,Santiago
54720,Sardinata
54743,Silos
54800,Teorama
54810,Tibu
54820,Toledo
54871,Villa Caro
54874,Villa Del Rosario
63001,Armenia
63111,Buenavista
63130,Calarca
63190,Circasia
63212,Cordoba
63272,Filandia
63302,Genova
63401,La Tebaida
63470,Montenegro
63548,Pijao
63594,Quimbaya
63690,Salento
66001,Pereira
66045,Apia
66075,Balboa
66088,Belen De Umbria
66170,Dosquebradas
66318,Guatica
66383,La Celia
66400,La Virginia
66440,Marsella
66456,Mistrato
66572,Pueblo Rico
66594,Quinchia
66682,Santa Rosa De Cabal
66687,Santuario
68001,Bucaramanga
68013,Aguada
68020,Albania
68051,Aratoca
68077,Barbosa
68079,Barichara
68081,Barrancabermeja
68092,Betulia
68101,Bolivar
68121,Cabrera
68132,California
68147,Capitanejo
68152,Carcasi
68160,Cepita
68162,Cerrito
68167,Charala
68169,Charta
68176,Chima
68179,Chipata
68190,Cimitarra
68207,Concepcion
68209,Confines
68211,Contratacion
68217,Coromoro
68229,Curiti
68235,El Carmen De Chucuri
68245,El Guacamayo
68250,El Peñon
68255,El Playon
68264,Encino
68266,Enciso
68271,Florian
68276,Floridablanca
68296,Galan
68298,Gambita
68307,Giron
68318,Guaca
68320,Guadalupe
68322,Guapota
68324,Guavata
68327,Güepsa
68344,Hato
68368,Jesus Maria
68370,Jordan
68377,La Belleza
68385,Landazuri
68397,La Paz
68406,Lebrija
68418,Los Santos
68425,Macaravita
68432,Malaga
68444,Matanza
68464,Mogotes
68468,Molagavita
68498,Ocamonte
68500,Oiba
68502,Onzaga
68522,Palmar
68524,Palmas Del Socorro
68533,Paramo
68547,Piedecuesta
68549,Pinchote
68572,Puente Nacional
68573,Puerto Parra
68575,Puerto Wilches
68615,Rionegro
68655,Sabana De Torres
68669,San Andres
68673,San Benito
68679,San Gil
68682,San Joaquin
68684,San Jose De Miranda
68686,San Miguel
68689,San Vicente De Chucuri
68705,Santa Barbara
68720,Santa Helena Del Opon
68745,Simacota
68755,Socorro
68770,Suaita
68773,Sucre
68780,Surata
68820,Tona
68855,Valle De San Jose
68861,Velez
68867,Vetas
68872,Villanueva
68895,Zapatoca
70001,Sincelejo
70110,Buenavista
70124,Caimito
70204,Coloso
70215,Corozal
70221,Coveñas
70230,Chalan
70233,El Roble
70235,Galeras
70265,Guaranda
70400,La Union
70418,Los Palmitos
70429,Majagual
70473,Morroa
70508,Ovejas
70523,Palmito
70670,Sampues
70678,San Benito Abad
70702,San Juan De Betulia
70708,San Marcos
70713,San Onofre
70717,San Pedro
70742,San Luis De Since
70771,Sucre
70820,Santiago De Tolu
70823,Tolu Viejo
73001,Ibague
73024,Alpujarra
73026,Alvarado
73030,Ambalema
73043,Anzoategui
73055,Armero
73067,Ataco
73124,Cajamarca
73148,Carmen De Apicala
73152,Casabianca
73168,Chaparral
73200,Coello
73217,Coyaima
73226,Cunday
73236,Dolores
73268,Espinal
73270,Falan
73275,Flandes
73283,Fresno
73319,Guamo
73347,Herveo
73349,Honda
73352,Icononzo
73408,Lerida
73411,Libano
73443,Mariquita
73449,Melgar
73461,Murillo
73483,Natagaima
73504,Ortega
73520,Palocabildo
73547,Piedras
73555,Planadas
73563,Prado
73585,Purificacion
73616,Rioblanco
73622,Roncesvalles
73624,Rovira
73671,Saldaña
73675,San Antonio
73678,San Luis
73686,Santa Isabel
73770,Suarez
73854,Valle De San Juan
73861,Venadillo
73870,Villahermosa
73873,Villarrica
76001,Cali
76020,Alcala
76036,Andalucia
76041,Ansermanuevo
76054,Argelia
76100,Bolivar
76109,Buenaventura
76111,Guadalajara De Buga
76113,Bugalagrande
76122,Caicedonia
76126,Calima
76130,Candelaria
76147,Cartago
76233,Dagua
76243,El Aguila
76246,El Cairo
76248,El Cerrito
76250,El Dovio
76275,Florida
76306,Ginebra
76318,Guacari
76364,Jamundi
76377,La Cumbre
76400,La Union
76403,La Victoria
76497,Obando
76520,Palmira
76563,Pradera
76606,Restrepo
76616,Riofrio
76622,Roldanillo
76670,San Pedro
76736,Sevilla
76823,Toro
76828,Trujillo
76834,Tulua
76845,Ulloa
76863,Versalles
76869,Vijes
76890,Yotoco
76892,Yumbo
76895,Zarzal
81001,Arauca
81065,Arauquita
81220,Cravo Norte
81300,Fortul
81591,Puerto Rondon
81736,Saravena
81794,Tame
85001,Yopal
85010,Aguazul
85015,Chameza
85125,Hato Corozal
85136,La Salina
85139,Mani
85162,Monterrey
85225,Nunchia
85230,Orocue
85250,Paz De Ariporo
85263,Pore
85279,Recetor
85300,Sabanalarga
85315,Sacama
85325,San Luis De Palenque
85400,Tamara
85410,Tauramena
85430,Trinidad
85440,Villanueva
86001,Mocoa
86219,Colon
86320,Orito
86568,Puerto Asis
86569,Puerto Caicedo
86571,Puerto Guzman
86573,Leguizamo
86749,Sibundoy
86755,San Francisco
86757,San Miguel
86760,Santiago
86865,Valle Del Guamuez
86885,Villagarzon
88001,San Andres
88564,Providencia
91001,Leticia
91263,El Encanto
91405,La Chorrera
91407,La Pedrera
91430,La Victoria
91460,Miriti - Parana
91530,Puerto Alegria
91536,Puerto Arica
91540,Puerto Nariño
91669,Puerto Santander
91798,Tarapaca
94001,Inirida
94343,Barranco Minas
94663,Mapiripana
94883,San Felipe
94884,Puerto Colombia
94885,La Guadalupe
94886,Cacahual
94887,Pana Pana
94888,Morichal
95001,San Jose Del Guaviare
95015,Calamar
95025,El Retorno
95200,Miraflores
97001,Mitu
97161,Caruru
97511,Pacoa
97666,Taraira
97777,Papunaua
97889,Yavarate
99001,Puerto Carreño
99524,La Primavera
99624,Santa Rosalia
99773,Cumaribo
